"MOD_NAME","ITM_NAME","DSCR","ITM_TYPE","FLD_LEN","DECML"
"RFQ_Anti-Inflammatory_Medication_History","nsq2a_9999","Don't know/prefer not to answer","NUMBER","4","0"
"RFQ_Anti-Inflammatory_Medication_History","nsq2b","Do you currently take aspirin?","NUMBER","4","0"
"RFQ_Anti-Inflammatory_Medication_History","nsq2b_age","2b) At what age (or in what year) did you last stop regularly taking aspirin?","NUMBER","4","0"
"RFQ_Anti-Inflammatory_Medication_History","nsq2b_year","2b) At what age (or in what year) did you last stop regularly taking aspirin?","NUMBER","4","0"
"RFQ_Anti-Inflammatory_Medication_History","nsq2b_9999","Don't know/prefer not to answer","NUMBER","4","0"
"RFQ_Anti-Inflammatory_Medication_History","nsq2c","2c) During all the years that you were regularly taking aspirin did you ever stop taking it for a period of a year or more?","NUMBER","4","0"
"RFQ_Anti-Inflammatory_Medication_History","nsq2c1","2c1) During all the years that you were regularly taking aspirin, approximately how many years in total did you NOT regularly take aspirin?","NUMBER","4","1"
"RFQ_Anti-Inflammatory_Medication_History","nsq2c_9999","Don't know/prefer not to answer","NUMBER","4","0"
"RFQ_Anti-Inflammatory_Medication_History","nsq2d","2d) During the time you were regularly taking aspirin, on average, about how many pills per week did you take?","NUMBER","4","1"
"RFQ_Anti-Inflammatory_Medication_History","nsq2d_9999","Don't know/prefer not to answer","NUMBER","4","0"
"RFQ_Anti-Inflammatory_Medication_History","nsq3","3) Have you ever regularly taken other anti-inflammatory medications for pain, inflammation, or swelling, that is at least two pills per week for 6 months or longer? 

Please do NOT include Tylenol, acetaminophen, or narcotic pain relievers such as Vicodin or codeine or demerol.","NUMBER","4","0"
"RFQ_Anti-Inflammatory_Medication_History","nsq3a_age","3a) At what age (or in what year) did you first start regularly taking other anti-inflammatory medications?","NUMBER","4","0"
"RFQ_Anti-Inflammatory_Medication_History","nsq3a_year","3a) At what age (or in what year) did you first start regularly taking other anti-inflammatory medications?","NUMBER","4","0"
"RFQ_Anti-Inflammatory_Medication_History","nsq3a_9999","Don't know/prefer not to answer","NUMBER","4","0"
"RFQ_Anti-Inflammatory_Medication_History","nsq3b","Do you currently take other anti-inflammatory medications?","NUMBER","4","0"
"RFQ_Anti-Inflammatory_Medication_History","nsq3b_age","3b) At what age (or in what year) did you last stop regularly taking other anti-inflammatory medications?","NUMBER","4","0"
"RFQ_Anti-Inflammatory_Medication_History","nsq3b_year","3b) At what age (or in what year) did you last stop regularly taking other anti-inflammatory medications?","NUMBER","4","0"
"RFQ_Anti-Inflammatory_Medication_History","nsq3b_9999","Don't know/prefer not to answer","NUMBER","4","0"
"RFQ_Anti-Inflammatory_Medication_History","nsq3c","3c) During all the years that you were regularly taking other anti-inflammatory medications did you ever stop taking it for a period of a year or more?","NUMBER","4","0"
"RFQ_Anti-Inflammatory_Medication_History","nsq3c1","3c1) During all the years that you were regularly taking other anti-inflammatory medications, approximately how many years in total did you NOT regularly take other anti-inflammatory medications?","NUMBER","4","1"
"RFQ_Anti-Inflammatory_Medication_History","nsq3c_9999","Don't know/prefer not to answer","NUMBER","4","0"
"RFQ_Anti-Inflammatory_Medication_History","nsq3d","3d) During the time you were regularly taking other anti-inflammatory medications, on average, about how many pills per week did you take?","NUMBER","4","1"
"RFQ_Anti-Inflammatory_Medication_History","nsq3d_9999","Don't know/prefer not to answer","NUMBER","4","0"
"RFQ_Anti-Inflammatory_Medication_History","nscomments","Comments: If you have any additional information about your use of these medications, please provide it here.","CHAR","500",NA
"RFQ_Anti-Inflammatory_Medication_History","nsaids_complete","if nsaids completed","NUMBER","4","0"
"RFQ_caffeine","","caffeine","",NA,NA
"RFQ_caffeine","patno","PPMI patient number","NUMBER","6","0"
"RFQ_caffeine","caffeine_timestamp","caffeine date stamp","TIMESTAMP","19",NA
"RFQ_caffeine","datacompcf","Date of completion","CHAR","11",NA
"RFQ_caffeine","compbycf","These questions were primarily completed by:","NUMBER","4","0"
"RFQ_caffeine","compby_relativespecifycf","Specify other relative","CHAR","50",NA
"RFQ_caffeine","compby_otherspecifycf","Specify someone else","CHAR","50",NA
"RFQ_caffeine","cfqa1","A1) In your lifetime, have you ever regularly drunk caffeinated coffee, that is, at least once per WEEK for 6 months or longer?","NUMBER","4","0"
"RFQ_caffeine","cfqa2age","A2) At what age (or in what year) did you first start regularly drinking caffeinated coffee?","NUMBER","4","0"
"RFQ_caffeine","cfqa2year","A2) At what age (or in what year) did you first start regularly drinking caffeinated coffee?","NUMBER","4","0"
"RFQ_caffeine","cfqa2_9999","Don't know/prefer not to answer","NUMBER","4","0"
"RFQ_caffeine","cfa3","A3) Do you currently drink caffeinated coffee?","NUMBER","4","0"
"RFQ_caffeine","cfqa3age","A3.1) At what age (or in what year) did you last stop regularly drinking caffeinated coffee?","NUMBER","4","0"
"RFQ_caffeine","cfqa3year","A3.1) At what age (or in what year) did you last stop regularly drinking caffeinated coffee?","NUMBER","4","0"
"RFQ_caffeine","cfqa3_9999","Don't know/prefer not to answer","NUMBER","4","0"
"RFQ_caffeine","cfqa4","A4) During all the years that you regularly drank caffeinated coffee, did you ever stop drinking it for a period of a year or more?","NUMBER","4","0"
"RFQ_caffeine","cfqa4astart1","At what age did you first stop drinking caffeinated coffee?","NUMBER","4","0"
"RFQ_caffeine","cfqa4astop1","At what age did you start drinking at least 1 cup per week of caffeinated coffee again?","NUMBER","4","0"
"RFQ_caffeine","cfqa4a1_9999","Don't know/prefer not to answer","NUMBER","4","0"
"RFQ_caffeine","cfqa4a1_more","Were there other periods when you temporarily stopped drinking caffeinated coffee regularly?","NUMBER","4","0"
"RFQ_caffeine","cfqa4astart2","At what age did you stop drinking caffeinated coffee again ?","NUMBER","4","0"
"RFQ_caffeine","cfqa4astop2","At what age did you start drinking at least 1 cup per week of caffeinated coffee again?","NUMBER","4","0"
"RFQ_caffeine","cfqa4a2_9999","Don't know/prefer not to answer","NUMBER","4","0"
"RFQ_caffeine","cfqa4a2_more","Were there other periods when you temporarily stopped drinking caffeinated coffee regularly?","NUMBER","4","0"
"RFQ_caffeine","cfqa4astart3","At what age did you stop drinking caffeinated coffee again ?","NUMBER","4","0"
"RFQ_caffeine","cfqa4astop3","At what age did you start drinking at least 1 cup per week of caffeinated coffee again?","NUMBER","4","0"
"RFQ_caffeine","cfqa4a3_9999","Don't know/prefer not to answer","NUMBER","4","0"
"RFQ_caffeine","cfqa5day","A5) During the time you were regularly drinking caffeinated coffee, on average, about how many cups per day did you drink?","NUMBER","4","1"
"RFQ_caffeine","cfqa5week","A5) During the time you were regularly drinking caffeinated coffee, on average, about how many cups per week did you drink?","NUMBER","4","1"
"RFQ_caffeine","cfqa5_9999","Don't know/prefer not to answer","NUMBER","4","0"
"RFQ_caffeine","cfqad1","B1) In your lifetime, have you ever regularly drunk decaffeinated coffee, that is, at least once per WEEK for 6 months or longer?","NUMBER","4","0"
"RFQ_caffeine","cfqad2age","B2) At what age (or in what year) did you first start regularly drinking decaffeinated coffee?","NUMBER","4","0"
"RFQ_caffeine","cfqad2year","B2) At what age (or in what year) did you first start regularly drinking decaffeinated coffee?","NUMBER","4","0"
"RFQ_caffeine","cfqad2_9999","Don't know/prefer not to answer","NUMBER","4","0"
"RFQ_caffeine","cfad3","B3) Do you currently drink decaffeinated coffee?","NUMBER","4","0"
"RFQ_caffeine","cfqad3age","B3.1) At what age (or in what year) did you last stop regularly drinking decaffeinated coffee?","NUMBER","4","0"
"RFQ_caffeine","cfqad3year","B3.1) At what age (or in what year) did you last stop regularly drinking decaffeinated coffee?","NUMBER","4","0"
"RFQ_caffeine","cfqad3_9999","Don't know/prefer not to answer","NUMBER","4","0"
"RFQ_caffeine","cfqad4","B4) During all the years that you regularly drank decaffeinated coffee, did you ever stop drinking it for a period of a year or more?","NUMBER","4","0"
"RFQ_caffeine","cfqad4astart1","At what age did you first stop drinking decaffeinated coffee?","NUMBER","4","0"
"RFQ_caffeine","cfqad4astop1","At what age did you start drinking at least 1 cup per week of decaffeinated coffee again?","NUMBER","4","0"
"RFQ_caffeine","cfqad4a1_9999","Don't know/prefer not to answer","NUMBER","4","0"
"RFQ_caffeine","cfqad4a1_more","Were there other periods when you temporarily stopped drinking decaffeinated coffee regularly?","NUMBER","4","0"
"RFQ_caffeine","cfqad4astart2","At what age did you stop drinking decaffeinated coffee again?","NUMBER","4","0"
"RFQ_caffeine","cfqad4astop2","At what age did you start drinking at least 1 cup per week of decaffeinated coffee again?","NUMBER","4","0"
"RFQ_caffeine","cfqad4a2_9999","Don't know/prefer not to answer","NUMBER","4","0"
"RFQ_caffeine","cfqad4a2_more","Were there other periods when you temporarily stopped drinking decaffeinated coffee regularly?","NUMBER","4","0"
"RFQ_caffeine","cfqad4astart3","At what age did you stop drinking decaffeinated coffee again?","NUMBER","4","0"
"RFQ_caffeine","cfqad4astop3","At what age did you start drinking at least 1 cup per week of decaffeinated coffee again?","NUMBER","4","0"
"RFQ_caffeine","cfqad4a3_9999","Don't know/prefer not to answer","NUMBER","4","0"
"RFQ_caffeine","cfqad5day","B5) During the time you were regularly drinking decaffeinated coffee, on average, about how many cups per day did you drink?","NUMBER","4","1"
"RFQ_caffeine","cfqad5week","B5) During the time you were regularly drinking decaffeinated coffee, on average, about how many cups per week did you drink?","NUMBER","4","1"
"RFQ_caffeine","cfqad5_9999","Don't know/prefer not to answer","NUMBER","4","0"
"RFQ_caffeine","cfqb1","C1) In your lifetime, have you ever regularly drunk hot or iced caffeinated black tea, that is, at least once per WEEK for 6 months or longer? (black tea includes most types of non-herbal tea, such as Lipton, Earl Grey and others)","NUMBER","4","0"
"RFQ_caffeine","cfqb2age","C2) At what age (or in what year) did you first start regularly drinking caffeinated black tea?","NUMBER","4","0"
"RFQ_caffeine","cfqb2year","C2) At what age (or in what year) did you first start regularly drinking caffeinated black tea?","NUMBER","4","0"
"RFQ_caffeine","cfqb2_9999","Don't know/prefer not to answer","NUMBER","4","0"
"RFQ_caffeine","cfb3","C3) Do you currently regularly drink caffeinated black tea?","NUMBER","4","0"
"RFQ_caffeine","cfqb3age","C3.1) At what age (or in what year) did you last stop regularly drinking caffeinated black tea?","NUMBER","4","0"
"RFQ_caffeine","cfqb3year","C3.1) At what age (or in what year) did you last stop regularly drinking caffeinated black tea?","NUMBER","4","0"
"RFQ_caffeine","cfqb3_9999","Don't know/prefer not to answer","NUMBER","4","0"
"RFQ_caffeine","cfqb4","C4) During all the years that you regularly drank caffeinated black tea, did you ever stop drinking it for a period of a year or more?","NUMBER","4","0"
"RFQ_caffeine","cfqb4astart1","At what age did you first stop drinking caffeinated black tea?","NUMBER","4","0"
"RFQ_caffeine","cfqb4astop1","At what age did you start drinking at least 1 cup per week of caffeinated black tea again?","NUMBER","4","0"
"RFQ_caffeine","cfqb4a1_9999","Don't know/prefer not to answer","NUMBER","4","0"
"RFQ_caffeine","cfqb4a1_more","Were there other periods when you temporarily stopped drinking caffeinated black tea regularly?","NUMBER","4","0"
"RFQ_caffeine","cfqb4astart2","At what age did you stop drinking caffeinated black tea  again?","NUMBER","4","0"
"RFQ_caffeine","cfqb4astop2","At what age did you start drinking at least 1 cup per week of caffeinated black tea again?","NUMBER","4","0"
"RFQ_caffeine","cfqb4a2_9999","Don't know/prefer not to answer","NUMBER","4","0"
"RFQ_caffeine","cfqb4a2_more","Were there other periods when you temporarily stopped drinking caffeinated black tea regularly?","NUMBER","4","0"
"RFQ_caffeine","cfqb4astart3","At what age did you stop drinking caffeinated black tea  again?","NUMBER","4","0"
"RFQ_caffeine","cfqb4astop3","At what age did you start drinking at least 1 cup per week of caffeinated black tea again?","NUMBER","4","0"
"RFQ_caffeine","cfqb4a3_9999","Don't know/prefer not to answer","NUMBER","4","0"
"RFQ_caffeine","cfqb5day","C5) During the time you were regularly drinking caffeinated black tea, on average, about how many cups per day did you drink?","NUMBER","4","1"
"RFQ_caffeine","cfqb5week","C5) During the time you were regularly drinking caffeinated black tea, on average, about how many cups per week did you drink?","NUMBER","4","1"
"RFQ_caffeine","cfqb5_9999","Don't know/prefer not to answer","NUMBER","4","0"
"RFQ_caffeine","cfqbd1","D1) In your lifetime, have you ever regularly drunk hot or iced decaffeinated black tea, that is, at least once per WEEK for 6 months or longer? (black tea includes most types of non-herbal tea, such as Lipton, Earl Grey and others)","NUMBER","4","0"
"RFQ_caffeine","cfqbd2age","D2) At what age (or in what year) did you first start regularly drinking decaffeinated black tea?","NUMBER","4","0"
"RFQ_caffeine","cfqbd2year","D2) At what age (or in what year) did you first start regularly drinking decaffeinated black tea?","NUMBER","4","0"
"RFQ_caffeine","cfqbd2_9999","Don't know/prefer not to answer","NUMBER","4","0"
"RFQ_caffeine","cfbd3","D3) Do you currently regularly drink decaffeinated black tea?","NUMBER","4","0"
"RFQ_caffeine","cfqbd3age","D3.1) At what age (or in what year) did you last stop regularly drinking decaffeinated black tea?","NUMBER","4","0"
"RFQ_caffeine","cfqbd3year","D3.1) At what age (or in what year) did you last stop regularly drinking decaffeinated black tea?","NUMBER","4","0"
"RFQ_caffeine","cfqbd3_9999","Don't know/prefer not to answer","NUMBER","4","0"
"RFQ_caffeine","cfqbd4","D4) During all the years that you regularly drank decaffeinated black tea, did you ever stop drinking it for a period of a year or more?","NUMBER","4","0"
"RFQ_caffeine","cfqbd4astart1","At what age did you first stop drinking decaffeinated black tea?","NUMBER","4","0"
"RFQ_caffeine","cfqbd4astop1","At what age did you start drinking at least 1 cup per week of decaffeinated black tea again?","NUMBER","4","0"
"RFQ_caffeine","cfqbd4a1_9999","Don't know/prefer not to answer","NUMBER","4","0"
"RFQ_caffeine","cfqbd4a1_more","Were there other periods when you temporarily stopped drinking decaffeinated black tea regularly?","NUMBER","4","0"
"RFQ_caffeine","cfqbd4astart2","At what age did you stop drinking decaffeinated black tea again?","NUMBER","4","0"
"RFQ_caffeine","cfqbd4astop2","At what age did you start drinking at least 1 cup per week of decaffeinated black tea again?","NUMBER","4","0"
"RFQ_caffeine","cfqbd4a2_9999","Don't know/prefer not to answer","NUMBER","4","0"
"RFQ_caffeine","cfqbd4a2_more","Were there other periods when you temporarily stopped drinking decaffeinated black tea regularly?","NUMBER","4","0"
"RFQ_caffeine","cfqbd4astart3","At what age did you stop drinking decaffeinated black tea again?","NUMBER","4","0"
"RFQ_caffeine","cfqbd4astop3","At what age did you start drinking at least 1 cup per week of decaffeinated black tea again?","NUMBER","4","0"
"RFQ_caffeine","cfqbd4a3_9999","Don't know/prefer not to answer","NUMBER","4","0"
"RFQ_caffeine","cfqbd5day","D5) During the time you were regularly drinking decaffeinated black tea, on average, about how many cups per day did you drink?","NUMBER","4","1"
"RFQ_caffeine","cfqbd5week","D5) During the time you were regularly drinking decaffeinated black tea, on average, about how many cups per week did you drink?","NUMBER","4","1"
"RFQ_caffeine","cfqbd5_9999","Don't know/prefer not to answer","NUMBER","4","0"
"RFQ_caffeine","cfqc1","E1) In your lifetime, have you ever regularly drunk caffeinated green tea, that is, at least once per WEEK for 6 months or longer?","NUMBER","4","0"
"RFQ_caffeine","cfqc2age","E2) At what age (or in what year) did you first start regularly drinking caffeinated green tea?","NUMBER","4","0"
"RFQ_caffeine","cfqc2year","E2) At what age (or in what year) did you first start regularly drinking caffeinated green tea?","NUMBER","4","0"
"RFQ_caffeine","cfqc2_9999","Don't know/prefer not to answer","NUMBER","4","0"
"RFQ_caffeine","cfc3","E3) Do you currently regularly drink caffeinated green tea?","NUMBER","4","0"
"RFQ_caffeine","cfqc3age","E3.1) At what age (or in what year) did you last stop regularly drinking caffeinated green tea?","NUMBER","4","0"
"RFQ_caffeine","cfqc3year","E3.1) At what age (or in what year) did you last stop regularly drinking caffeinated green tea?","NUMBER","4","0"
"RFQ_caffeine","cfqc3_9999","Don't know/prefer not to answer","NUMBER","4","0"
"RFQ_caffeine","cfqc4","E4) During all the years that you regularly drank caffeinated green tea, did you ever stop drinking it for a period of a year or more?","NUMBER","4","0"
"RFQ_caffeine","cfqc4astart1","At what age did you first stop drinking caffeinated green tea?","NUMBER","4","0"
"RFQ_caffeine","cfqc4astop1","At what age did you start drinking at least 1 cup per week of caffeinated green tea again?","NUMBER","4","0"
"RFQ_caffeine","cfqc4a1_9999","Don't know/prefer not to answer","NUMBER","4","0"
"RFQ_caffeine","cfqc4a1_more","Were there other periods when you temporarily stopped drinking caffeinated green tea regularly?","NUMBER","4","0"
"RFQ_caffeine","cfqc4astart2","At what age did you stop drinking caffeinated green tea  again?","NUMBER","4","0"
"RFQ_caffeine","cfqc4astop2","At what age did you start drinking at least 1 cup per week of caffeinated green tea again?","NUMBER","4","0"
"RFQ_caffeine","cfqc4a2_9999","Don't know/prefer not to answer","NUMBER","4","0"
"RFQ_caffeine","cfqc4a2_more","Were there other periods when you temporarily stopped drinking caffeinated green tea regularly?","NUMBER","4","0"
"RFQ_caffeine","cfqc4astart3","At what age did you stop drinking caffeinated green tea  again?","NUMBER","4","0"
"RFQ_caffeine","cfqc4astop3","At what age did you start drinking at least 1 cup per week of caffeinated green tea again?","NUMBER","4","0"
"RFQ_caffeine","cfqc4a3_9999","Don't know/prefer not to answer","NUMBER","4","0"
"RFQ_caffeine","cfqc5day","E5) During the time you were regularly drinking caffeinated green tea, on average, about how many cups per day did you drink?","NUMBER","4","1"
"RFQ_caffeine","cfqc5week","E5) During the time you were regularly drinking caffeinated green tea, on average, about how many cups per week did you drink?","NUMBER","4","1"
"RFQ_caffeine","cfqc5_9999","Don't know/prefer not to answer","NUMBER","4","0"
"RFQ_caffeine","cfqcd1","F1) In your lifetime, have you ever regularly drunk decaffeinated green tea, that is, at least once per WEEK for 6 months or longer?","NUMBER","4","0"
"RFQ_caffeine","cfqcd2age","F2) At what age (or in what year) did you first start regularly drinking decaffeinated green tea?","NUMBER","4","0"
"RFQ_caffeine","cfqcd2year","F2) At what age (or in what year) did you first start regularly drinking decaffeinated green tea?","NUMBER","4","0"
"RFQ_caffeine","cfqcd2_9999","Don't know/prefer not to answer","NUMBER","4","0"
"RFQ_caffeine","cfcd3","F3) Do you currently regularly drink decaffeinated green tea?","NUMBER","4","0"
"RFQ_caffeine","cfqcd3age","F3.1) At what age (or in what year) did you last stop regularly drinking decaffeinated green tea?","NUMBER","4","0"
"RFQ_caffeine","cfqcd3year","F3.1) At what age (or in what year) did you last stop regularly drinking decaffeinated green tea?","NUMBER","4","0"
"RFQ_caffeine","cfqcd3_9999","Don't know/prefer not to answer","NUMBER","4","0"
"RFQ_caffeine","cfqcd4","F4) During all the years that you regularly drank decaffeinated green tea, did you ever stop drinking it for a period of a year or more?","NUMBER","4","0"
"RFQ_caffeine","cfqcd4astart1","At what age did you first stop drinking decaffeinated green tea?","NUMBER","4","0"
"RFQ_caffeine","cfqcd4astop1","At what age did you start drinking at least 1 cup per week of decaffeinated green tea again?","NUMBER","4","0"
"RFQ_caffeine","cfqcd4a1_9999","Don't know/prefer not to answer","NUMBER","4","0"
"RFQ_caffeine","cfqcd4a1_more","Were there other periods when you temporarily stopped drinking decaffeinated green tea regularly?","NUMBER","4","0"
"RFQ_caffeine","cfqcd4astart2","At what age did you stop drinking decaffeinated green tea again?","NUMBER","4","0"
"RFQ_caffeine","cfqcd4astop2","At what age did you start drinking at least 1 cup per week of decaffeinated green tea again?","NUMBER","4","0"
"RFQ_caffeine","cfqcd4a2_9999","Don't know/prefer not to answer","NUMBER","4","0"
"RFQ_caffeine","cfqcd4a2_more","Were there other periods when you temporarily stopped drinking decaffeinated green tea regularly?","NUMBER","4","0"
"RFQ_caffeine","cfqcd4astart3","At what age did you stop drinking decaffeinated green tea again?","NUMBER","4","0"
"RFQ_caffeine","cfqcd4astop3","At what age did you start drinking at least 1 cup per week of decaffeinated green tea again?","NUMBER","4","0"
"RFQ_caffeine","cfqcd4a3_9999","Don't know/prefer not to answer","NUMBER","4","0"
"RFQ_caffeine","cfqcd5day","F5) During the time you were regularly drinking decaffeinated green tea, on average, about how many cups per day did you drink?","NUMBER","4","1"
"RFQ_caffeine","cfqcd5week","F5) During the time you were regularly drinking decaffeinated green tea, on average, about how many cups per week did you drink?","NUMBER","4","1"
"RFQ_caffeine","cfqcd5_9999","Don't know/prefer not to answer","NUMBER","4","0"
"RFQ_caffeine","cfqd0","G) In your lifetime, have you ever regularly drunk caffeinated soda, that is, at least once per WEEK for 6 months or longer?","NUMBER","4","0"
"RFQ_caffeine","cfqd1","G1) In your lifetime, have you ever regularly drunk caffeinated REGULAR soda, that is, at least once per WEEK for 6 months or longer?","NUMBER","4","0"
"RFQ_caffeine","cfqd2age","G2) At what age (or in what year) did you first start regularly drinking caffeinated regular soda?","NUMBER","4","0"
"RFQ_caffeine","cfqd2year","G2) At what age (or in what year) did you first start regularly drinking caffeinated regular soda?","NUMBER","4","0"
"RFQ_caffeine","cfqd2_9999","Don't know/prefer not to answer","NUMBER","4","0"
"RFQ_caffeine","cfd3","G3) Are you currently regularly drinking caffeinated regular soda?","NUMBER","4","0"
"RFQ_caffeine","cfqd3age","G3.1) At what age (or in what year) did you last stop regularly drinking caffeinated regular soda?","NUMBER","4","0"
"RFQ_caffeine","cfqd3year","G3.1) At what age (or in what year) did you last stop regularly drinking caffeinated regular soda?","NUMBER","4","0"
"RFQ_caffeine","cfqd3_9999","Don't know/prefer not to answer","NUMBER","4","0"
"RFQ_caffeine","cfqd4","G4) During all the years that you regularly drank caffeinated regular soda, did you ever stop drinking it for a period of a year or more?","NUMBER","4","0"
"RFQ_caffeine","cfqd4astart1","At what age did you first stop drinking caffeinated regular soda?","NUMBER","4","0"
"RFQ_caffeine","cfqd4astop1","At what age did you start drinking at least 1 cup per week of caffeinated regular soda again?","NUMBER","4","0"
"RFQ_caffeine","cfqd4a1_9999","Don't know/prefer not to answer","NUMBER","4","0"
"RFQ_caffeine","cfqd4a1_more","Were there other periods when you temporarily stopped drinking caffeinated regular soda regularly?","NUMBER","4","0"
"RFQ_caffeine","cfqd4astart2","At what age did you stop drinking caffeinated regular soda again?","NUMBER","4","0"
"RFQ_caffeine","cfqd4astop2","At what age did you start drinking at least 1 cup per week of caffeinated regular soda again?","NUMBER","4","0"
"RFQ_caffeine","cfqd4a2_9999","Don't know/prefer not to answer","NUMBER","4","0"
"RFQ_caffeine","cfqd4a2_more","Were there other periods when you temporarily stopped drinking caffeinated regular soda regularly?","NUMBER","4","0"
"RFQ_caffeine","cfqd4astart3","At what age did you stop drinking caffeinated regular soda again?","NUMBER","4","0"
"RFQ_caffeine","cfqd4astop3","At what age did you start drinking at least 1 cup per week of caffeinated regular soda again?","NUMBER","4","0"
"RFQ_caffeine","cfqd4a3_9999","Don't know/prefer not to answer","NUMBER","4","0"
"RFQ_caffeine","cfqd5day","G5) During the time you were regularly drinking caffeinated regular soda, on average, about how many cans or 12 oz/375ml servings did you drink per day?","NUMBER","4","1"
"RFQ_caffeine","cfqd5week","G5) During the time you were regularly drinking caffeinated regular soda, on average, about how many cans or 12 oz/375ml servings did you drink per week?","NUMBER","4","1"
"RFQ_caffeine","cfqd5month","G5) During the time you were regularly drinking caffeinated regular soda, on average, about how many cans or 12 oz/375ml servings did you drink per month?","NUMBER","4","1"
"RFQ_caffeine","cfqd5_9999","Don't know/prefer not to answer","NUMBER","4","0"
"RFQ_caffeine","cfqdd1","H1) In your lifetime, have you ever regularly drunk caffeinated DIET soda, that is, at least once per WEEK for 6 months or longer?","NUMBER","4","0"
"RFQ_caffeine","cfqdd2age","H2) At what age (or in what year) did you first start regularly drinking caffeinated diet soda?","NUMBER","4","0"
"RFQ_caffeine","cfqdd2year","H2) At what age (or in what year) did you first start regularly drinking caffeinated diet soda?","NUMBER","4","0"
"RFQ_caffeine","cfqdd2_9999","Don't know/prefer not to answer","NUMBER","4","0"
"RFQ_caffeine","cfdd3","H3) Are you currently regularly drinking caffeinated diet soda?","NUMBER","4","0"
"RFQ_caffeine","cfqdd3age","H3.1) At what age (or in what year) did you last stop regularly drinking caffeinated diet soda?","NUMBER","4","0"
"RFQ_caffeine","cfqdd3year","H3.1) At what age (or in what year) did you last stop regularly drinking caffeinated diet soda?","NUMBER","4","0"
"RFQ_caffeine","cfqdd3_9999","Don't know/prefer not to answer","NUMBER","4","0"
"RFQ_caffeine","cfqdd4","H4) During all the years that you regularly drank caffeinated diet soda, did you ever stop drinking it for a period of a year or more?","NUMBER","4","0"
"RFQ_caffeine","cfqdd4astart1","At what age did you first stop drinking caffeinated diet soda?","NUMBER","4","0"
"RFQ_caffeine","cfqdd4astop1","At what age did you start drinking at least 1 cup per week of caffeinated diet soda again?","NUMBER","4","0"
"RFQ_caffeine","cfqdd4a1_9999","Don't know/prefer not to answer","NUMBER","4","0"
"RFQ_caffeine","cfqdd4a1_more","Were there other periods when you temporarily stopped drinking caffeinated diet soda regularly?","NUMBER","4","0"
"RFQ_caffeine","cfqdd4astart2","At what age did you stop drinking caffeinated diet soda again?","NUMBER","4","0"
"RFQ_caffeine","cfqdd4astop2","At what age did you start drinking at least 1 cup per week of caffeinated diet soda again?","NUMBER","4","0"
"RFQ_caffeine","cfqdd4a2_9999","Don't know/prefer not to answer","NUMBER","4","0"
"RFQ_caffeine","cfqdd4a2_more","Were there other periods when you temporarily stopped drinking caffeinated diet soda regularly?","NUMBER","4","0"
"RFQ_caffeine","cfqdd4astart3","At what age did you stop drinking caffeinated diet soda again?","NUMBER","4","0"
"RFQ_caffeine","cfqdd4astop3","At what age did you start drinking at least 1 cup per week of caffeinated diet soda again?","NUMBER","4","0"
"RFQ_caffeine","cfqdd4a3_9999","Don't know/prefer not to answer","NUMBER","4","0"
"RFQ_caffeine","cfqdd5day","H5) During the time you were regularly drinking caffeinated diet soda, on average, about how many cans or 12 oz/375ml servings did you drink per day?","NUMBER","4","1"
"RFQ_caffeine","cfqdd5week","H5) During the time you were regularly drinking caffeinated diet soda, on average, about how many cans or 12 oz/375ml servings did you drink per week?","NUMBER","4","1"
"RFQ_caffeine","cfqdd5month","H5) During the time you were regularly drinking caffeinated diet soda, on average, about how many cans or 12 oz/375ml servings did you drink per month?","NUMBER","4","1"
"RFQ_caffeine","cfqdd5_9999","Don't know/prefer not to answer","NUMBER","4","0"
"RFQ_caffeine","cfqe0","I) In your lifetime, have you ever regularly drunk caffeine-free soda, that is, at least once per WEEK for 6 months or longer?","NUMBER","4","0"
"RFQ_caffeine","cfqe1","I1) In your lifetime, have you ever regularly drunk caffeine-free  REGULAR soda, that is, at least once per WEEK for 6 months or longer?","NUMBER","4","0"
"RFQ_caffeine","cfqe2age","I2) At what age (or in what year) did you first start regularly drinking caffeine-free regular soda?","NUMBER","4","0"
"RFQ_caffeine","cfqe2year","I2) At what age (or in what year) did you first start regularly drinking caffeine-free regular soda?","NUMBER","4","0"
"RFQ_caffeine","cfqe2_9999","Don't know/prefer not to answer","NUMBER","4","0"
"RFQ_caffeine","cfe3","I3) Are you currently regularly drinking caffeine-free regular soda?","NUMBER","4","0"
"RFQ_caffeine","cfqe3age","I3.1) At what age (or in what year) did you last stop regularly drinking caffeine-free regular soda?","NUMBER","4","0"
"RFQ_caffeine","cfqe3year","I3.1) At what age (or in what year) did you last stop regularly drinking caffeine-free regular soda?","NUMBER","4","0"
"RFQ_caffeine","cfqe3_9999","Don't know/prefer not to answer","NUMBER","4","0"
"RFQ_caffeine","cfqe4","I4) During all the years that you regularly drank caffeine-free regular soda, did you ever stop drinking it for a period of a year or more?","NUMBER","4","0"
"RFQ_caffeine","cfqe4astart1","At what age did you first stop drinking caffeine-free regular soda?","NUMBER","4","0"
"RFQ_caffeine","cfqe4astop1","At what age did you start drinking at least 1 cup per week of caffeine-free regular soda again?","NUMBER","4","0"
"RFQ_caffeine","cfqe4a1_9999","Don't know/prefer not to answer","NUMBER","4","0"
